time,latitude(degrees),longitudes(degrees),altitude(meters),n_sats,flags
19691231_190616,37.4304761069,-122.1740154473,70.1956598596, 9, 1
19691231_190616,37.4304761069,-122.1740154473,70.1956598596, 9, 1
19691231_190617,37.4304761069,-122.1740154473,70.1956598596, 9, 1
19691231_190617,37.4304619875,-122.1739992468,70.4200335314, 9, 0
19691231_190617,37.4304619875,-122.1739992468,70.4200335314, 9, 0
19691231_190617,37.4304619875,-122.1739992468,70.4200335314, 9, 0
19691231_190617,37.4304619875,-122.1739992468,70.4200335314, 9, 0
19691231_190617,37.4304703323,-122.1740208566,70.1935839708, 9, 1
19691231_190617,37.4304703323,-122.1740208566,70.1935839708, 9, 1
19691231_190617,37.4304703323,-122.1740208566,70.1935839708, 9, 1
19691231_190617,37.4304669325,-122.1740114912,67.5247692732, 9, 0
19691231_190617,37.4304669325,-122.1740114912,67.5247692732, 9, 0
19691231_190617,37.4304669325,-122.1740114912,67.5247692732, 9, 0
19691231_190617,37.4304669325,-122.1740114912,67.5247692732, 9, 0
19691231_190617,37.4304645234,-122.1740262077,70.1914957426, 9, 1
19691231_190617,37.4304645234,-122.1740262077,70.1914957426, 9, 1
19691231_190617,37.4304645234,-122.1740262077,70.1914957426, 9, 1
19691231_190617,37.4304645234,-122.1740262077,70.1914957426, 9, 1
19691231_190617,37.4304636797,-122.1740059158,70.7300172159, 9, 0
19691231_190617,37.4304636797,-122.1740059158,70.7300172159, 9, 0
19691231_190617,37.4304636797,-122.1740059158,70.7300172159, 9, 0
19691231_190617,37.4304636797,-122.1740059158,70.7300172159, 9, 0
19691231_190617,37.4304586806,-122.1740315005,70.1893953096, 9, 1
19691231_190617,37.4304586806,-122.1740315005,70.1893953096, 9, 1
19691231_190617,37.4304586806,-122.1740315005,70.1893953096, 9, 1
19691231_190617,37.4304479393,-122.1740185439,71.7580632460, 9, 0
19691231_190617,37.4304479393,-122.1740185439,71.7580632460, 9, 0
19691231_190617,37.4304479393,-122.1740185439,71.7580632460, 9, 0
19691231_190617,37.4304479393,-122.1740185439,71.7580632460, 9, 0
19691231_190617,37.4304528041,-122.1740367344,70.1872828050, 9, 1
19691231_190617,37.4304528041,-122.1740367344,70.1872828050, 9, 1
19691231_190617,37.4304528041,-122.1740367344,70.1872828050, 9, 1
19691231_190617,37.4304650999,-122.1740275787,68.4957366182, 9, 0
19691231_190617,37.4304650999,-122.1740275787,68.4957366182, 9, 0
19691231_190617,37.4304650999,-122.1740275787,68.4957366182, 9, 0
19691231_190617,37.4304650999,-122.1740275787,68.4957366182, 9, 0
19691231_190617,37.4304468945,-122.1740419093,70.1851583665, 9, 1
19691231_190617,37.4304468945,-122.1740419093,70.1851583665, 9, 1
19691231_190618,37.4304468945,-122.1740419093,70.1851583665, 9, 1
19691231_190618,37.4304650090,-122.1740481441,68.7872309745, 9, 0
19691231_190618,37.4304650090,-122.1740481441,68.7872309745, 9, 0
19691231_190618,37.4304650090,-122.1740481441,68.7872309745, 9, 0
19691231_190618,37.4304650090,-122.1740481441,68.7872309745, 9, 0
19691231_190618,37.4304409520,-122.1740470247,70.1830221273, 9, 1
19691231_190618,37.4304409520,-122.1740470247,70.1830221273, 9, 1
19691231_190618,37.4304409520,-122.1740470247,70.1830221273, 9, 1
19691231_190618,37.4304409520,-122.1740470247,70.1830221273, 9, 1
19691231_190618,37.4304325386,-122.1740686875,70.0706454496, 9, 0
19691231_190618,37.4304325386,-122.1740686875,70.0706454496, 9, 0
19691231_190618,37.4304325386,-122.1740686875,70.0706454496, 9, 0
19691231_190618,37.4304325386,-122.1740686875,70.0706454496, 9, 0
19691231_190618,37.4304325386,-122.1740686875,70.0706454496, 9, 0
19691231_190618,37.4304349771,-122.1740520803,70.1808742235, 9, 1
19691231_190618,37.4304349771,-122.1740520803,70.1808742235, 9, 1
19691231_190618,37.4304349771,-122.1740520803,70.1808742235, 9, 1
19691231_190618,37.4304349771,-122.1740520803,70.1808742235, 9, 1
19691231_190618,37.4304252783,-122.1740497624,69.3284872230, 9, 0
19691231_190618,37.4304252783,-122.1740497624,69.3284872230, 9, 0
19691231_190618,37.4304252783,-122.1740497624,69.3284872230, 9, 0
19691231_190618,37.4304252783,-122.1740497624,69.3284872230, 9, 0
19691231_190618,37.4304289701,-122.1740570758,70.1787147951, 9, 1
19691231_190618,37.4304289701,-122.1740570758,70.1787147951, 9, 1
19691231_190618,37.4304289701,-122.1740570758,70.1787147951, 9, 1
19691231_190618,37.4304131631,-122.1740389147,71.3129164567, 9, 0
19691231_190618,37.4304131631,-122.1740389147,71.3129164567, 9, 0
19691231_190618,37.4304131631,-122.1740389147,71.3129164567, 9, 0
19691231_190618,37.4304131631,-122.1740389147,71.3129164567, 9, 0
19691231_190618,37.4304229314,-122.1740620109,70.1765439790, 9, 1
19691231_190618,37.4304229314,-122.1740620109,70.1765439790, 9, 1
19691231_190618,37.4304229314,-122.1740620109,70.1765439790, 9, 1
19691231_190618,37.4304179410,-122.1740647790,69.1107238157, 9, 0
19691231_190618,37.4304179410,-122.1740647790,69.1107238157, 9, 0
19691231_190618,37.4304179410,-122.1740647790,69.1107238157, 9, 0
19691231_190618,37.4304179410,-122.1740647790,69.1107238157, 9, 0
19691231_190618,37.4304168615,-122.1740668852,70.1743619143, 9, 1
19691231_190618,37.4304168615,-122.1740668852,70.1743619143, 9, 1
19691231_190619,37.4304168615,-122.1740668852,70.1743619143, 9, 1
19691231_190619,37.4303927302,-122.1740603550,71.3848542265, 9, 0
19691231_190619,37.4303927302,-122.1740603550,71.3848542265, 9, 0
19691231_190619,37.4303927302,-122.1740603550,71.3848542265, 9, 0
19691231_190619,37.4303927302,-122.1740603550,71.3848542265, 9, 0
19691231_190619,37.4304107606,-122.1740716985,70.1721687415, 9, 1
19691231_190619,37.4304107606,-122.1740716985,70.1721687415, 9, 1
19691231_190619,37.4304107606,-122.1740716985,70.1721687415, 9, 1
19691231_190619,37.4303601210,-122.1740711510,69.6123546549, 9, 0
19691231_190619,37.4303601210,-122.1740711510,69.6123546549, 9, 0
19691231_190619,37.4303601210,-122.1740711510,69.6123546549, 9, 0
19691231_190619,37.4303601210,-122.1740711510,69.6123546549, 9, 0
19691231_190619,37.4304046293,-122.1740764504,70.1699646015, 9, 1
19691231_190619,37.4304046293,-122.1740764504,70.1699646015, 9, 1
19691231_190619,37.4304046293,-122.1740764504,70.1699646015, 9, 1
19691231_190619,37.4304046293,-122.1740764504,70.1699646015, 9, 1
19691231_190619,37.4304046293,-122.1740764504,70.1699646015, 9, 1
19691231_190619,37.4304136271,-122.1740671187,69.3268233491, 9, 0
19691231_190619,37.4304136271,-122.1740671187,69.3268233491, 9, 0
19691231_190619,37.4304136271,-122.1740671187,69.3268233491, 9, 0
19691231_190619,37.4304136271,-122.1740671187,69.3268233491, 9, 0
19691231_190619,37.4303984678,-122.1740811407,70.1677496324, 9, 1
19691231_190619,37.4303984678,-122.1740811407,70.1677496324, 9, 1
19691231_190619,37.4303984678,-122.1740811407,70.1677496324, 9, 1
19691231_190619,37.4303909797,-122.1740911075,70.2003672706, 9, 0
19691231_190619,37.4303909797,-122.1740911075,70.2003672706, 9, 0
19691231_190619,37.4303909797,-122.1740911075,70.2003672706, 9, 0
19691231_190619,37.4303909797,-122.1740911075,70.2003672706, 9, 0
19691231_190619,37.4303922766,-122.1740857691,70.1655239787, 9, 1
19691231_190619,37.4303922766,-122.1740857691,70.1655239787, 9, 1
19691231_190619,37.4303922766,-122.1740857691,70.1655239787, 9, 1
19691231_190619,37.4303771507,-122.1740719694,68.6569256017, 9, 0
19691231_190619,37.4303771507,-122.1740719694,68.6569256017, 9, 0
19691231_190619,37.4303771507,-122.1740719694,68.6569256017, 9, 0
19691231_190619,37.4303771507,-122.1740719694,68.6569256017, 9, 0
19691231_190619,37.4303860561,-122.1740903351,70.1632877824, 9, 1
19691231_190619,37.4303860561,-122.1740903351,70.1632877824, 9, 1
19691231_190620,37.4303860561,-122.1740903351,70.1632877824, 9, 1
19691231_190620,37.4303690580,-122.1741119600,70.2885752649, 9, 0
19691231_190620,37.4303690580,-122.1741119600,70.2885752649, 9, 0
19691231_190620,37.4303690580,-122.1741119600,70.2885752649, 9, 0
19691231_190620,37.4303690580,-122.1741119600,70.2885752649, 9, 0
19691231_190620,37.4303798066,-122.1740948387,70.1610411842, 9, 1
19691231_190620,37.4303798066,-122.1740948387,70.1610411842, 9, 1
19691231_190620,37.4303798066,-122.1740948387,70.1610411842, 9, 1
19691231_190620,37.4303972069,-122.1741020208,68.9213441656, 9, 0
19691231_190620,37.4303972069,-122.1741020208,68.9213441656, 9, 0
19691231_190620,37.4303972069,-122.1741020208,68.9213441656, 9, 0
19691231_190620,37.4303972069,-122.1741020208,68.9213441656, 9, 0
19691231_190620,37.4303972069,-122.1741020208,68.9213441656, 9, 0
19691231_190620,37.4303735286,-122.1740992793,70.1587843313, 9, 1
19691231_190620,37.4303735286,-122.1740992793,70.1587843313, 9, 1
19691231_190620,37.4303735286,-122.1740992793,70.1587843313, 9, 1
19691231_190620,37.4303735286,-122.1740992793,70.1587843313, 9, 1
19691231_190620,37.4303747898,-122.1741060988,69.1453539987, 9, 0
19691231_190620,37.4303747898,-122.1741060988,69.1453539987, 9, 0
19691231_190620,37.4303747898,-122.1741060988,69.1453539987, 9, 0
19691231_190620,37.4303747898,-122.1741060988,69.1453539987, 9, 0
19691231_190620,37.4303672225,-122.1741036569,70.1565173652, 9, 1
19691231_190620,37.4303672225,-122.1741036569,70.1565173652, 9, 1
19691231_190620,37.4303672225,-122.1741036569,70.1565173652, 9, 1
19691231_190620,37.4303672225,-122.1741036569,70.1565173652, 9, 1
19691231_190620,37.4303642700,-122.1740888435,70.7007544390, 9, 0
19691231_190620,37.4303642700,-122.1740888435,70.7007544390, 9, 0
19691231_190620,37.4303642700,-122.1740888435,70.7007544390, 9, 0
19691231_190620,37.4303642700,-122.1740888435,70.7007544390, 9, 0
19691231_190620,37.4303608886,-122.1741079711,70.1542404330, 9, 1
19691231_190620,37.4303608886,-122.1741079711,70.1542404330, 9, 1
19691231_190620,37.4303608886,-122.1741079711,70.1542404330, 9, 1
19691231_190620,37.4303330907,-122.1741129057,70.6311929407, 9, 0
19691231_190620,37.4303330907,-122.1741129057,70.6311929407, 9, 0
19691231_190620,37.4303330907,-122.1741129057,70.6311929407, 9, 0
19691231_190620,37.4303330907,-122.1741129057,70.6311929407, 9, 0
19691231_190620,37.4303545275,-122.1741122215,70.1519536805, 9, 1
19691231_190620,37.4303545275,-122.1741122215,70.1519536805, 9, 1
19691231_190621,37.4303545275,-122.1741122215,70.1519536805, 9, 1
19691231_190621,37.4303782820,-122.1741286198,69.1047706680, 9, 0
19691231_190621,37.4303782820,-122.1741286198,69.1047706680, 9, 0
19691231_190621,37.4303782820,-122.1741286198,69.1047706680, 9, 0
19691231_190621,37.4303782820,-122.1741286198,69.1047706680, 9, 0
19691231_190621,37.4303481394,-122.1741164081,70.1496572529, 9, 1
19691231_190621,37.4303481394,-122.1741164081,70.1496572529, 9, 1
19691231_190621,37.4303481394,-122.1741164081,70.1496572529, 9, 1
19691231_190621,37.4303437758,-122.1741244131,68.9238681642, 9, 0
19691231_190621,37.4303437758,-122.1741244131,68.9238681642, 9, 0
19691231_190621,37.4303437758,-122.1741244131,68.9238681642, 9, 0
19691231_190621,37.4303437758,-122.1741244131,68.9238681642, 9, 0
19691231_190621,37.4303417248,-122.1741205304,70.1473512974, 9, 1
19691231_190621,37.4303417248,-122.1741205304,70.1473512974, 9, 1
19691231_190621,37.4303417248,-122.1741205304,70.1473512974, 9, 1
19691231_190621,37.4303417248,-122.1741205304,70.1473512974, 9, 1
19691231_190621,37.4303480187,-122.1741253543,71.1152025273, 9, 0
19691231_190621,37.4303480187,-122.1741253543,71.1152025273, 9, 0
19691231_190621,37.4303480187,-122.1741253543,71.1152025273, 9, 0
19691231_190621,37.4303480187,-122.1741253543,71.1152025273, 9, 0
19691231_190621,37.4303352841,-122.1741245882,70.1450359613, 9, 1
19691231_190621,37.4303352841,-122.1741245882,70.1450359613, 9, 1
19691231_190621,37.4303352841,-122.1741245882,70.1450359613, 9, 1
19691231_190621,37.4303470947,-122.1741392315,71.9377810562, 9, 0
19691231_190621,37.4303470947,-122.1741392315,71.9377810562, 9, 0
19691231_190621,37.4303470947,-122.1741392315,71.9377810562, 9, 0
19691231_190621,37.4303470947,-122.1741392315,71.9377810562, 9, 0
19691231_190621,37.4303288178,-122.1741285813,70.1427113947, 9, 1
19691231_190621,37.4303288178,-122.1741285813,70.1427113947, 9, 1
19691231_190621,37.4303288178,-122.1741285813,70.1427113947, 9, 1
19691231_190621,37.4303288178,-122.1741285813,70.1427113947, 9, 1
19691231_190621,37.4303341947,-122.1741101898,68.0646027097, 9, 0
19691231_190621,37.4303341947,-122.1741101898,68.0646027097, 9, 0
19691231_190621,37.4303341947,-122.1741101898,68.0646027097, 9, 0
19691231_190621,37.4303341947,-122.1741101898,68.0646027097, 9, 0
19691231_190621,37.4303223261,-122.1741325094,70.1403777429, 9, 1
19691231_190621,37.4303223261,-122.1741325094,70.1403777429, 9, 1
19691231_190622,37.4303223261,-122.1741325094,70.1403777429, 9, 1
19691231_190622,37.4303144849,-122.1740913330,70.6303794660, 9, 0
19691231_190622,37.4303144849,-122.1740913330,70.6303794660, 9, 0
19691231_190622,37.4303144849,-122.1740913330,70.6303794660, 9, 0
19691231_190622,37.4303144849,-122.1740913330,70.6303794660, 9, 0
19691231_190622,37.4303158096,-122.1741363723,70.1380351590, 9, 1
19691231_190622,37.4303158096,-122.1741363723,70.1380351590, 9, 1
19691231_190622,37.4303158096,-122.1741363723,70.1380351590, 9, 1
19691231_190622,37.4302982042,-122.1741258824,69.7170102278, 9, 0
19691231_190622,37.4302982042,-122.1741258824,69.7170102278, 9, 0
19691231_190622,37.4302982042,-122.1741258824,69.7170102278, 9, 0
19691231_190622,37.4302982042,-122.1741258824,69.7170102278, 9, 0
19691231_190622,37.4302982042,-122.1741258824,69.7170102278, 9, 0
19691231_190622,37.4303092687,-122.1741401696,70.1356837909, 9, 1
19691231_190622,37.4303092687,-122.1741401696,70.1356837909, 9, 1
19691231_190622,37.4303092687,-122.1741401696,70.1356837909, 9, 1
19691231_190622,37.4303092687,-122.1741401696,70.1356837909, 9, 1
19691231_190622,37.4302916550,-122.1741446760,69.5355872982, 9, 0
19691231_190622,37.4302916550,-122.1741446760,69.5355872982, 9, 0
19691231_190622,37.4302916550,-122.1741446760,69.5355872982, 9, 0
19691231_190622,37.4302916550,-122.1741446760,69.5355872982, 9, 0
19691231_190622,37.4303027038,-122.1741439013,70.1333237897, 9, 1
19691231_190622,37.4303027038,-122.1741439013,70.1333237897, 9, 1
19691231_190622,37.4303027038,-122.1741439013,70.1333237897, 9, 1
19691231_190622,37.4303127463,-122.1741843347,70.2603144542, 9, 0
19691231_190622,37.4303127463,-122.1741843347,70.2603144542, 9, 0
19691231_190622,37.4303127463,-122.1741843347,70.2603144542, 9, 0
19691231_190622,37.4303127463,-122.1741843347,70.2603144542, 9, 0
19691231_190622,37.4302961153,-122.1741475669,70.1309553042, 9, 1
19691231_190622,37.4302961153,-122.1741475669,70.1309553042, 9, 1
19691231_190622,37.4302961153,-122.1741475669,70.1309553042, 9, 1
19691231_190622,37.4302854390,-122.1741425600,70.4600360203, 9, 0
19691231_190622,37.4302854390,-122.1741425600,70.4600360203, 9, 0
19691231_190622,37.4302854390,-122.1741425600,70.4600360203, 9, 0
19691231_190622,37.4302854390,-122.1741425600,70.4600360203, 9, 0
19691231_190622,37.4302895036,-122.1741511663,70.1285784911, 9, 1
19691231_190622,37.4302895036,-122.1741511663,70.1285784911, 9, 1
19691231_190622,37.4302895036,-122.1741511663,70.1285784911, 9, 1
19691231_190623,37.4302895036,-122.1741511663,70.1285784911, 9, 1
19691231_190623,37.4303014949,-122.1741921265,69.7922134339, 9, 0
19691231_190623,37.4303014949,-122.1741921265,69.7922134339, 9, 0
19691231_190623,37.4303014949,-122.1741921265,69.7922134339, 9, 0
19691231_190623,37.4303014949,-122.1741921265,69.7922134339, 9, 0
19691231_190623,37.4302828691,-122.1741546993,70.1261934972, 9, 1
19691231_190623,37.4302828691,-122.1741546993,70.1261934972, 9, 1
19691231_190623,37.4302828691,-122.1741546993,70.1261934972, 9, 1
19691231_190623,37.4302768340,-122.1741635230,68.2923506510, 9, 0
19691231_190623,37.4302768340,-122.1741635230,68.2923506510, 9, 0
19691231_190623,37.4302768340,-122.1741635230,68.2923506510, 9, 0
19691231_190623,37.4302768340,-122.1741635230,68.2923506510, 9, 0
19691231_190623,37.4302762123,-122.1741581657,70.1238004785, 9, 1
19691231_190623,37.4302762123,-122.1741581657,70.1238004785, 9, 1
19691231_190623,37.4302762123,-122.1741581657,70.1238004785, 9, 1
19691231_190623,37.4302762123,-122.1741581657,70.1238004785, 9, 1
19691231_190623,37.4302347996,-122.1741890513,67.4502897877, 9, 0
19691231_190623,37.4302347996,-122.1741890513,67.4502897877, 9, 0
19691231_190623,37.4302347996,-122.1741890513,67.4502897877, 9, 0
19691231_190623,37.4302347996,-122.1741890513,67.4502897877, 9, 0
19691231_190623,37.4302695337,-122.1741615651,70.1213995860, 9, 1
19691231_190623,37.4302695337,-122.1741615651,70.1213995860, 9, 1
19691231_190623,37.4302695337,-122.1741615651,70.1213995860, 9, 1
19691231_190623,37.4302827544,-122.1741841517,72.2543911151, 9, 0
19691231_190623,37.4302827544,-122.1741841517,72.2543911151, 9, 0
19691231_190623,37.4302827544,-122.1741841517,72.2543911151, 9, 0
19691231_190623,37.4302827544,-122.1741841517,72.2543911151, 9, 0
19691231_190623,37.4302628335,-122.1741648974,70.1189909751, 9, 1
19691231_190623,37.4302628335,-122.1741648974,70.1189909751, 9, 1
19691231_190623,37.4302628335,-122.1741648974,70.1189909751, 9, 1
19691231_190623,37.4302842739,-122.1741537705,70.9922358435, 9, 0
19691231_190623,37.4302842739,-122.1741537705,70.9922358435, 9, 0
19691231_190623,37.4302842739,-122.1741537705,70.9922358435, 9, 0
19691231_190623,37.4302842739,-122.1741537705,70.9922358435, 9, 0
19691231_190623,37.4302561123,-122.1741681624,70.1165747991, 9, 1
19691231_190623,37.4302561123,-122.1741681624,70.1165747991, 9, 1
19691231_190624,37.4302561123,-122.1741681624,70.1165747991, 9, 1
19691231_190624,37.4302393114,-122.1741707505,70.1676360067, 9, 0
19691231_190624,37.4302393114,-122.1741707505,70.1676360067, 9, 0
19691231_190624,37.4302393114,-122.1741707505,70.1676360067, 9, 0
19691231_190624,37.4302393114,-122.1741707505,70.1676360067, 9, 0
19691231_190624,37.4302493705,-122.1741713599,70.1141512118, 9, 1
19691231_190624,37.4302493705,-122.1741713599,70.1141512118, 9, 1
19691231_190624,37.4302493705,-122.1741713599,70.1141512118, 9, 1
19691231_190624,37.4302493705,-122.1741713599,70.1141512118, 9, 1
19691231_190624,37.4302536675,-122.1741576188,70.4850887632, 9, 0
19691231_190624,37.4302536675,-122.1741576188,70.4850887632, 9, 0
19691231_190624,37.4302536675,-122.1741576188,70.4850887632, 9, 0
19691231_190624,37.4302536675,-122.1741576188,70.4850887632, 9, 0
19691231_190624,37.4302536675,-122.1741576188,70.4850887632, 9, 0
19691231_190624,37.4302426085,-122.1741744897,70.1117203702, 9, 1
19691231_190624,37.4302426085,-122.1741744897,70.1117203702, 9, 1
19691231_190624,37.4302426085,-122.1741744897,70.1117203702, 9, 1
19691231_190624,37.4302426085,-122.1741744897,70.1117203702, 9, 1
19691231_190624,37.4302459185,-122.1741845869,71.7236139875, 9, 0
19691231_190624,37.4302459185,-122.1741845869,71.7236139875, 9, 0
19691231_190624,37.4302459185,-122.1741845869,71.7236139875, 9, 0
19691231_190624,37.4302459185,-122.1741845869,71.7236139875, 9, 0
19691231_190624,37.4302358268,-122.1741775515,70.1092824275, 9, 1
19691231_190624,37.4302358268,-122.1741775515,70.1092824275, 9, 1
19691231_190624,37.4302358268,-122.1741775515,70.1092824275, 9, 1
19691231_190624,37.4302242114,-122.1741602408,70.0154395916, 9, 0
19691231_190624,37.4302242114,-122.1741602408,70.0154395916, 9, 0
19691231_190624,37.4302242114,-122.1741602408,70.0154395916, 9, 0
19691231_190624,37.4302242114,-122.1741602408,70.0154395916, 9, 0
19691231_190624,37.4302290257,-122.1741805451,70.1068375421, 9, 1
19691231_190624,37.4302290257,-122.1741805451,70.1068375421, 9, 1
19691231_190624,37.4302290257,-122.1741805451,70.1068375421, 9, 1
19691231_190624,37.4302495797,-122.1741924699,67.1595617310, 9, 0
19691231_190624,37.4302495797,-122.1741924699,67.1595617310, 9, 0
19691231_190624,37.4302495797,-122.1741924699,67.1595617310, 9, 0
19691231_190624,37.4302495797,-122.1741924699,67.1595617310, 9, 0
19691231_190624,37.4302222057,-122.1741834705,70.1043858693, 9, 1
19691231_190624,37.4302222057,-122.1741834705,70.1043858693, 9, 1
19691231_190625,37.4302222057,-122.1741834705,70.1043858693, 9, 1
19691231_190625,37.4302400026,-122.1741822833,66.0725976780, 9, 0
19691231_190625,37.4302400026,-122.1741822833,66.0725976780, 9, 0
19691231_190625,37.4302400026,-122.1741822833,66.0725976780, 9, 0
19691231_190625,37.4302400026,-122.1741822833,66.0725976780, 9, 0
19691231_190625,37.4302153674,-122.1741863273,70.1019275653, 9, 1
19691231_190625,37.4302153674,-122.1741863273,70.1019275653, 9, 1
19691231_190625,37.4302153674,-122.1741863273,70.1019275653, 9, 1
19691231_190625,37.4302153674,-122.1741863273,70.1019275653, 9, 1
19691231_190625,37.4302164115,-122.1741967808,69.1807034468, 9, 0
19691231_190625,37.4302164115,-122.1741967808,69.1807034468, 9, 0
19691231_190625,37.4302164115,-122.1741967808,69.1807034468, 9, 0
19691231_190625,37.4302164115,-122.1741967808,69.1807034468, 9, 0
19691231_190625,37.4302085110,-122.1741891155,70.0994627901, 9, 1
19691231_190625,37.4302085110,-122.1741891155,70.0994627901, 9, 1
19691231_190625,37.4302085110,-122.1741891155,70.0994627901, 9, 1
19691231_190625,37.4302085110,-122.1741891155,70.0994627901, 9, 1
19691231_190625,37.4301922512,-122.1741899480,68.9487574595, 9, 0
19691231_190625,37.4301922512,-122.1741899480,68.9487574595, 9, 0
19691231_190625,37.4301922512,-122.1741899480,68.9487574595, 9, 0
19691231_190625,37.4301922512,-122.1741899480,68.9487574595, 9, 0
19691231_190625,37.4302016370,-122.1741918348,70.0969916997, 9, 1
19691231_190625,37.4302016370,-122.1741918348,70.0969916997, 9, 1
19691231_190625,37.4302016370,-122.1741918348,70.0969916997, 9, 1
19691231_190625,37.4301819175,-122.1742210327,68.9557523994, 9, 0
19691231_190625,37.4301819175,-122.1742210327,68.9557523994, 9, 0
19691231_190625,37.4301819175,-122.1742210327,68.9557523994, 9, 0
19691231_190625,37.4301819175,-122.1742210327,68.9557523994, 9, 0
19691231_190625,37.4301947459,-122.1741944850,70.0945144496, 9, 1
19691231_190625,37.4301947459,-122.1741944850,70.0945144496, 9, 1
19691231_190625,37.4301947459,-122.1741944850,70.0945144496, 9, 1
19691231_190625,37.4301956264,-122.1742041011,69.5286910587, 9, 0
19691231_190625,37.4301956264,-122.1742041011,69.5286910587, 9, 0
19691231_190625,37.4301956264,-122.1742041011,69.5286910587, 9, 0
19691231_190625,37.4301956264,-122.1742041011,69.5286910587, 9, 0
19691231_190625,37.4301878381,-122.1741970661,70.0920312026, 9, 1
19691231_190625,37.4301878381,-122.1741970661,70.0920312026, 9, 1
19691231_190626,37.4301878381,-122.1741970661,70.0920312026, 9, 1
19691231_190626,37.4301838393,-122.1741907673,71.4281140346, 9, 0
19691231_190626,37.4301838393,-122.1741907673,71.4281140346, 9, 0
19691231_190626,37.4301838393,-122.1741907673,71.4281140346, 9, 0
19691231_190626,37.4301838393,-122.1741907673,71.4281140346, 9, 0
19691231_190626,37.4301809141,-122.1741995777,70.0895421171, 9, 1
19691231_190626,37.4301809141,-122.1741995777,70.0895421171, 9, 1
19691231_190626,37.4301809141,-122.1741995777,70.0895421171, 9, 1
19691231_190626,37.4301633469,-122.1741831212,69.5998451279, 9, 0
19691231_190626,37.4301633469,-122.1741831212,69.5998451279, 9, 0
19691231_190626,37.4301633469,-122.1741831212,69.5998451279, 9, 0
19691231_190626,37.4301633469,-122.1741831212,69.5998451279, 9, 0
19691231_190626,37.4301633469,-122.1741831212,69.5998451279, 9, 0
19691231_190626,37.4301739743,-122.1742020198,70.0870473507, 9, 1
19691231_190626,37.4301739743,-122.1742020198,70.0870473507, 9, 1
19691231_190626,37.4301739743,-122.1742020198,70.0870473507, 9, 1
19691231_190626,37.4301739743,-122.1742020198,70.0870473507, 9, 1
19691231_190626,37.4301739743,-122.1742020198,70.0870473507, 9, 1
19691231_190626,37.4301790264,-122.1742267395,70.9554755639, 9, 0
19691231_190626,37.4301790264,-122.1742267395,70.9554755639, 9, 0
19691231_190626,37.4301790264,-122.1742267395,70.9554755639, 9, 0
19691231_190626,37.4301790264,-122.1742267395,70.9554755639, 9, 0
19691231_190626,37.4301670191,-122.1742043922,70.0845470619, 9, 1
19691231_190626,37.4301670191,-122.1742043922,70.0845470619, 9, 1
19691231_190626,37.4301670191,-122.1742043922,70.0845470619, 9, 1
19691231_190626,37.4301618625,-122.1742227813,70.9613266672, 9, 0
19691231_190626,37.4301618625,-122.1742227813,70.9613266672, 9, 0
19691231_190626,37.4301618625,-122.1742227813,70.9613266672, 9, 0
19691231_190626,37.4301618625,-122.1742227813,70.9613266672, 9, 0
19691231_190626,37.4301600490,-122.1742066948,70.0820414141, 9, 1
19691231_190626,37.4301600490,-122.1742066948,70.0820414141, 9, 1
19691231_190626,37.4301600490,-122.1742066948,70.0820414141, 9, 1
19691231_190626,37.4301385153,-122.1741819473,69.3574207924, 9, 0
19691231_190626,37.4301385153,-122.1741819473,69.3574207924, 9, 0
19691231_190626,37.4301385153,-122.1741819473,69.3574207924, 9, 0
19691231_190626,37.4301385153,-122.1741819473,69.3574207924, 9, 0
19691231_190626,37.4301530645,-122.1742089274,70.0795305650, 9, 1
19691231_190626,37.4301530645,-122.1742089274,70.0795305650, 9, 1
19691231_190627,37.4301530645,-122.1742089274,70.0795305650, 9, 1
19691231_190627,37.4301591039,-122.1741887257,70.4633204216, 9, 0
19691231_190627,37.4301591039,-122.1741887257,70.4633204216, 9, 0
19691231_190627,37.4301591039,-122.1741887257,70.4633204216, 9, 0
19691231_190627,37.4301591039,-122.1741887257,70.4633204216, 9, 0
19691231_190627,37.4301460659,-122.1742110898,70.0770146760, 9, 1
19691231_190627,37.4301460659,-122.1742110898,70.0770146760, 9, 1
19691231_190627,37.4301460659,-122.1742110898,70.0770146760, 9, 1
19691231_190627,37.4301085198,-122.1742003005,69.5603045350, 9, 0
19691231_190627,37.4301085198,-122.1742003005,69.5603045350, 9, 0
19691231_190627,37.4301085198,-122.1742003005,69.5603045350, 9, 0
19691231_190627,37.4301085198,-122.1742003005,69.5603045350, 9, 0
19691231_190627,37.4301390537,-122.1742131820,70.0744939098, 9, 1
19691231_190627,37.4301390537,-122.1742131820,70.0744939098, 9, 1
19691231_190627,37.4301390537,-122.1742131820,70.0744939098, 9, 1
19691231_190627,37.4301390537,-122.1742131820,70.0744939098, 9, 1
19691231_190627,37.4301428778,-122.1742084872,71.9916366262, 9, 0
19691231_190627,37.4301428778,-122.1742084872,71.9916366262, 9, 0
19691231_190627,37.4301428778,-122.1742084872,71.9916366262, 9, 0
19691231_190627,37.4301428778,-122.1742084872,71.9916366262, 9, 0
19691231_190627,37.4301320285,-122.1742152037,70.0719684257, 9, 1
19691231_190627,37.4301320285,-122.1742152037,70.0719684257, 9, 1
19691231_190627,37.4301320285,-122.1742152037,70.0719684257, 9, 1
19691231_190627,37.4301320285,-122.1742152037,70.0719684257, 9, 1
